                 Estimate   Std. Error
ln_gamma    -1.772120e+00 1.511951e-01
ln_gamma    -1.779269e+00 1.460592e-01
L0           4.569829e+01 4.453617e+00
L0           5.210883e+01 3.634005e+00
ln_bmean    -7.151729e+00 3.116042e-01
ln_bmean    -7.043659e+00 2.690803e-01
ln_sd_bdev  -1.428737e+00 2.321477e-01
ln_sd_bdev  -1.527367e+00 2.073569e-01
ln_sd_obs   -2.494317e+00 4.198361e-02
ln_bdev     -2.024403e-01 1.333321e-01
ln_bdev     -8.224715e-02 1.377971e-01
ln_bdev     -4.834911e-02 1.177704e-01
ln_bdev     -4.408078e-02 1.576017e-01
ln_bdev      2.239138e-02 1.425884e-01
ln_bdev     -6.404064e-02 1.523595e-01
ln_bdev      3.886028e-03 1.345678e-01
ln_bdev      4.481159e-01 1.500127e-01
ln_bdev      6.051335e-02 1.410436e-01
ln_bdev      1.034841e-01 1.609619e-01
ln_bdev      2.272762e-01 1.141949e-01
ln_bdev      2.071700e-01 1.405818e-01
ln_bdev      3.716903e-01 1.549991e-01
ln_bdev      8.449300e-02 1.082288e-01
ln_bdev      1.106494e-01 1.120495e-01
ln_bdev      1.234506e-01 1.287682e-01
ln_bdev      1.942248e-01 1.129182e-01
ln_bdev      2.976933e-01 1.216209e-01
ln_bdev      4.166929e-01 1.289446e-01
ln_bdev      1.723299e-03 1.221828e-01
ln_bdev      1.597629e-01 1.152440e-01
ln_bdev     -1.147068e-01 1.191453e-01
ln_bdev     -9.402806e-02 1.227886e-01
ln_bdev     -1.338034e-01 1.126038e-01
ln_bdev      1.193262e-01 1.265789e-01
ln_bdev      3.946970e-01 1.746667e-01
ln_bdev      4.337342e-01 1.502799e-01
ln_bdev      3.904142e-01 1.705087e-01
ln_bdev      5.326687e-02 1.648851e-01
ln_bdev      2.455179e-01 1.356357e-01
ln_bdev      3.559142e-01 1.537241e-01
ln_bdev      7.499539e-02 1.335211e-01
ln_bdev      2.481862e-01 1.410734e-01
ln_bdev      2.515756e-01 1.478869e-01
ln_bdev     -2.407904e-02 1.357535e-01
ln_bdev     -1.140722e-02 1.483685e-01
ln_bdev      1.900508e-01 1.358894e-01
ln_bdev     -1.077976e-01 1.309130e-01
ln_bdev      4.161967e-02 1.472967e-01
ln_bdev      2.611857e-01 1.364990e-01
ln_bdev      1.262717e-01 1.358092e-01
ln_bdev      7.255289e-02 1.410736e-01
ln_bdev      2.491802e-02 1.367149e-01
ln_bdev     -8.850740e-02 1.538127e-01
ln_bdev      7.079767e-01 2.585265e-01
ln_bdev      5.335356e-01 1.576714e-01
ln_bdev     -9.985023e-02 1.487915e-01
ln_bdev      1.040321e-01 1.252340e-01
ln_bdev     -7.412021e-03 1.307926e-01
ln_bdev      5.817507e-02 1.189948e-01
ln_bdev      2.149822e-01 1.164699e-01
ln_bdev      1.823561e-02 1.164337e-01
ln_bdev      2.204872e-01 1.138133e-01
ln_bdev      7.944787e-02 1.058167e-01
ln_bdev     -6.487870e-03 1.118643e-01
ln_bdev      1.255366e-01 1.413458e-01
ln_bdev     -1.811438e-01 1.349252e-01
ln_bdev      2.350083e-02 1.300120e-01
ln_bdev      2.439063e-01 1.478172e-01
ln_bdev      1.621340e-01 1.226629e-01
ln_bdev     -1.822453e-01 1.736163e-01
ln_bdev      2.532558e-01 1.585450e-01
ln_bdev      1.233998e-01 1.756691e-01
ln_bdev      1.855164e-01 1.561425e-01
ln_bdev     -6.725014e-02 1.357688e-01
ln_bdev      6.677452e-02 1.445945e-01
ln_bdev     -1.179544e-01 1.400600e-01
ln_bdev      1.983882e-01 1.461751e-01
ln_bdev     -8.545686e-02 1.654801e-01
ln_bdev      3.718419e-01 1.928601e-01
ln_bdev      1.313088e-01 1.496538e-01
ln_bdev      3.085969e-01 1.256425e-01
ln_bdev      2.974536e-01 1.335993e-01
ln_bdev      1.780634e-01 1.517908e-01
ln_bdev      1.968092e-01 1.265581e-01
ln_bdev      2.227149e-01 1.606744e-01
ln_bdev      9.427149e-02 1.521762e-01
ln_bdev     -8.591249e-02 1.650022e-01
ln_bdev     -6.203424e-02 1.419484e-01
ln_bdev      3.298707e-01 1.776979e-01
ln_bdev      1.849577e-01 1.419638e-01
ln_bdev     -3.018283e-01 1.576128e-01
ln_bdev     -4.910149e-02 1.833540e-01
ln_bdev      1.822230e-02 1.192433e-01
ln_bdev     -3.797735e-02 1.726194e-01
ln_bdev     -5.186057e-02 1.390748e-01
ln_bdev     -2.801661e-01 1.473009e-01
ln_bdev     -1.644256e-01 1.231773e-01
ln_bdev     -1.437491e-01 1.187652e-01
ln_bdev     -2.453836e-02 1.235230e-01
ln_bdev      6.426449e-02 1.210196e-01
ln_bdev     -1.051186e-01 1.541937e-01
ln_bdev     -4.405087e-02 1.430148e-01
ln_bdev     -2.161239e-01 1.836755e-01
ln_bdev     -6.728667e-02 1.587439e-01
ln_bdev      1.325410e-01 1.472321e-01
ln_bdev     -1.660200e-01 1.324287e-01
ln_bdev      1.027575e-01 1.436297e-01
ln_bdev      5.879942e-03 1.434139e-01
ln_bdev      9.080335e-02 1.577227e-01
ln_bdev      2.681868e-02 1.619252e-01
ln_bdev      6.836209e-02 1.544943e-01
ln_bdev     -4.650668e-02 1.633252e-01
ln_bdev     -5.496013e-02 1.608927e-01
ln_bdev      1.013411e-01 1.493180e-01
ln_bdev     -7.373067e-03 1.375768e-01
ln_bdev     -3.219517e-01 1.596768e-01
ln_bdev     -8.946683e-02 1.340363e-01
ln_bdev     -2.360458e-03 1.228821e-01
ln_bdev     -1.222316e-01 1.173306e-01
ln_bdev     -1.759439e-01 1.277231e-01
ln_bdev     -1.763302e-03 1.196216e-01
ln_bdev      1.662038e-01 1.105101e-01
ln_bdev     -2.147950e-01 1.200102e-01
ln_bdev     -3.066040e-01 1.380649e-01
ln_bdev     -1.402547e-01 1.528019e-01
ln_bdev      2.975002e-01 1.756054e-01
ln_bdev      1.648823e-02 1.760077e-01
ln_bdev     -3.142098e-02 1.870222e-01
ln_bdev      1.271676e-01 1.542664e-01
