"","names.Report.value.","Report.value"
"1","gamma",0.169973507899207
"2","gamma",0.168760096401165
"3","psi",1e-06
"4","L0",45.6981416259841
"5","L0",52.1089837607252
"6","Linf",216.934466216929
"7","Linf",193.328175910163
"8","amean",0.169972292301442
"9","amean",0.168758907714366
"10","bmean",0.000783519074979417
"11","bmean",0.000872914188114961
"12","sd_bdev",0.239609635943335
"13","sd_bdev",0.217108404567783
"14","sd_obs",0.082552712343714
"15","sd_z",0.001
"16","sd_ydev",0.001
"17","sd_xdev",0.001
"18","Length1_hat",130.45150076279
"19","Length1_hat",110.331621817991
"20","Length1_hat",127.397751023777
"21","Length1_hat",103.83858628069
"22","Length1_hat",110.998892876396
"23","Length1_hat",91.1104829046978
"24","Length1_hat",107.607327493504
"25","Length1_hat",109.312836791863
"26","Length1_hat",102.284835385793
"27","Length1_hat",100.75141397565
"28","Length1_hat",128.073116433977
"29","Length1_hat",111.990520814759
"30","Length1_hat",101.426721862099
"31","Length1_hat",136.208089900282
"32","Length1_hat",129.178086421426
"33","Length1_hat",110.589498444163
"34","Length1_hat",128.069702911588
"35","Length1_hat",113.845982588812
"36","Length1_hat",106.238820799524
"37","Length1_hat",144.08848069687
"38","Length1_hat",123.674588232741
"39","Length1_hat",137.308986799638
"40","Length1_hat",129.682304648881
"41","Length1_hat",144.884599066495
"42","Length1_hat",158.789514342436
"43","Length1_hat",91.3900497911798
"44","Length1_hat",91.4812103469614
"45","Length1_hat",81.5658322910156
"46","Length1_hat",101.557208865091
"47","Length1_hat",102.075776216495
"48","Length1_hat",99.5915357864815
"49","Length1_hat",108.856304822757
"50","Length1_hat",112.838665649555
"51","Length1_hat",103.603827737275
"52","Length1_hat",112.340499156737
"53","Length1_hat",112.596413615877
"54","Length1_hat",115.763389237406
"55","Length1_hat",123.1249952545
"56","Length1_hat",98.4792804820842
"57","Length1_hat",101.310867930074
"58","Length1_hat",103.370789242642
"59","Length1_hat",101.538615822451
"60","Length1_hat",106.753944056577
"61","Length1_hat",110.777180076156
"62","Length1_hat",72.4881661380003
"63","Length1_hat",89.0778484404572
"64","Length1_hat",106.407890109514
"65","Length1_hat",113.9300120101
"66","Length1_hat",115.461789682637
"67","Length1_hat",122.038430810359
"68","Length1_hat",120.312173878498
"69","Length1_hat",127.159513114346
"70","Length1_hat",132.767537157478
"71","Length1_hat",148.201280312773
"72","Length1_hat",134.191619807011
"73","Length1_hat",99.5720332037256
"74","Length1_hat",143.766430530741
"75","Length1_hat",114.149446566222
"76","Length1_hat",106.865932490837
"77","Length1_hat",114.055775211066
"78","Length1_hat",88.706764145192
"79","Length1_hat",99.6295335836781
"80","Length1_hat",85.8531478176972
"81","Length1_hat",101.832043818209
"82","Length1_hat",130.788479092213
"83","Length1_hat",113.80007182169
"84","Length1_hat",115.643169741628
"85","Length1_hat",108.642146000403
"86","Length1_hat",105.151648789046
"87","Length1_hat",71.0120500794957
"88","Length1_hat",107.522004719646
"89","Length1_hat",108.612320420652
"90","Length1_hat",102.277509738823
"91","Length1_hat",94.5103193484529
"92","Length1_hat",109.60452463288
"93","Length1_hat",100.451877131235
"94","Length1_hat",108.737032357794
"95","Length1_hat",105.257228466752
"96","Length1_hat",109.688022144617
"97","Length1_hat",85.6328337310788
"98","Length1_hat",112.451756007926
"99","Length1_hat",135.732271567919
"100","Length1_hat",83.709538421207
"101","Length1_hat",124.136529675973
"102","Length1_hat",93.955080159862
"103","Length1_hat",125.99647176374
"104","Length1_hat",125.466892741255
"105","Length1_hat",136.660694656898
"106","Length1_hat",138.938442287828
"107","Length1_hat",123.029446654508
"108","Length1_hat",145.398058128387
"109","Length1_hat",102.041747522237
"110","Length1_hat",121.736871200705
"111","Length1_hat",91.5707281508998
"112","Length1_hat",109.369200976644
"113","Length1_hat",103.471568141764
"114","Length1_hat",125.401067622069
"115","Length1_hat",96.697819288167
"116","Length1_hat",119.884365917021
"117","Length1_hat",96.0744522865045
"118","Length1_hat",102.093012560385
"119","Length1_hat",97.1538778721461
"120","Length1_hat",99.0075268826892
"121","Length1_hat",104.29758520683
"122","Length1_hat",104.614653306306
"123","Length1_hat",107.831739098842
"124","Length1_hat",136.625770999258
"125","Length1_hat",118.594409593842
"126","Length1_hat",122.059045420328
"127","Length1_hat",161.294707835855
"128","Length1_hat",133.542113030649
"129","Length1_hat",125.144955387343
"130","Length1_hat",134.57375866014
"131","Length1_hat",146.170092921435
"132","Length1_hat",139.357855575226
"133","Length1_hat",121.0791982113
"134","Length1_hat",86.8235860576403
"135","Length1_hat",92.7775239401281
"136","Length1_hat",83.2496657941286
"137","Length1_hat",92.1498578497614
"138","Length1_hat",117.095634786798
"139","Length1_hat",105.26239302571
"140","Length1_hat",107.46062274188
"141","Length1_hat",90.9038466220547
"142","Length1_hat",100.541945401121
"143","Length1_hat",127.960333704883
"144","Length1_hat",110.227078632396
"145","Length1_hat",103.601992220822
"146","Length1_hat",128.616589157392
"147","Length1_hat",110.316115333572
"148","Length1_hat",102.945240531386
"149","Length1_hat",114.46794857707
"150","Length1_hat",110.083281230932
"151","Length1_hat",102.165417361185
"152","Length1_hat",122.192573754213
"153","Length1_hat",135.36165007839
"154","Length1_hat",126.566310455558
"155","Length1_hat",93.4310987721338
"156","Length1_hat",94.9241912758249
"157","Length1_hat",98.6450698122184
"158","Length1_hat",118.457248495497
"159","Length1_hat",114.135774073138
"160","Length1_hat",124.645255696448
"161","Length1_hat",131.871893399401
"162","Length1_hat",129.370450229764
"163","Length1_hat",90.8128398757122
"164","Length1_hat",128.800835938979
"165","Length1_hat",101.984047463117
"166","Length1_hat",132.191850173607
"167","Length1_hat",137.486097683228
"168","Length1_hat",79.41109881795
"169","Length1_hat",113.527840575312
"170","Length1_hat",122.35967726681
"171","Length1_hat",110.549975255289
"172","Length1_hat",114.799563281157
"173","Length1_hat",113.523057996377
"174","Length1_hat",114.13894181757
"175","Length1_hat",129.187700322299
"176","Length1_hat",125.974858706305
"177","Length1_hat",137.414203698744
"178","Length1_hat",94.395271442956
"179","Length1_hat",92.2620093170845
"180","Length1_hat",95.2154147298904
"181","Length1_hat",119.465878931531
"182","Length1_hat",99.3199506144054
"183","Length1_hat",103.89274141629
"184","Length1_hat",93.5811771616303
"185","Length1_hat",125.696943690236
"186","Length1_hat",101.067391371165
"187","Length1_hat",111.52448447845
"188","Length1_hat",99.6031529763008
"189","Length1_hat",88.90899490935
"190","Length1_hat",129.731867653504
"191","Length1_hat",90.3250769313305
"192","Length1_hat",82.6771798424512
"193","Length1_hat",101.938679234695
"194","Length1_hat",121.183728912943
"195","Length1_hat",93.3289420414311
"196","Length1_hat",98.9212509993662
"197","Length1_hat",101.830173599594
"198","Length1_hat",120.302448114121
"199","Length1_hat",100.619643782064
"200","Length1_hat",87.9910161510785
"201","Length1_hat",81.3259541229588
"202","Length1_hat",97.1101917768928
"203","Length1_hat",88.1867751791125
"204","Length1_hat",106.113018253059
"205","Length1_hat",120.025509421434
"206","Length1_hat",91.18986408528
"207","Length1_hat",100.178488636838
"208","Length1_hat",69.6487211989776
"209","Length1_hat",109.135455418484
"210","Length1_hat",103.64779608516
"211","Length1_hat",114.179853290766
"212","Length1_hat",124.801588812276
"213","Length1_hat",125.509921560019
"214","Length1_hat",108.726457490413
"215","Length1_hat",103.655572355061
