"","names.Report.value.","Report.value"
"1","gamma",0.16622334075791
"2","gamma",0.182827304369367
"3","psi",1e-06
"4","L0",46.51070128145
"5","L0",51.4454588847885
"6","Linf",216.809554049946
"7","Linf",177.305583841792
"8","amean",0.166222148367449
"9","amean",0.182826047052977
"10","bmean",0.000766673540268236
"11","bmean",0.00103113530375959
"12","sd_bdev",0.001
"13","sd_bdev",0.001
"14","sd_obs",0.111247074470276
"15","sd_z",0.001
"16","sd_ydev",0.001
"17","sd_xdev",0.001
"18","Length1_hat",120.679910089778
"19","Length1_hat",107.567133981947
"20","Length1_hat",123.912150359503
"21","Length1_hat",102.215729414526
"22","Length1_hat",111.079076138349
"23","Length1_hat",90.1689806230697
"24","Length1_hat",107.639006698011
"25","Length1_hat",134.081591767352
"26","Length1_hat",104.179579682174
"27","Length1_hat",103.090930691541
"28","Length1_hat",142.572093944493
"29","Length1_hat",119.853377836835
"30","Length1_hat",115.444727767838
"31","Length1_hat",139.507536519566
"32","Length1_hat",134.219001816221
"33","Length1_hat",115.301367456103
"34","Length1_hat",139.468541517453
"35","Length1_hat",130.369072925869
"36","Length1_hat",130.417445875495
"37","Length1_hat",143.125238822382
"38","Length1_hat",131.704838188467
"39","Length1_hat",129.34163330223
"40","Length1_hat",123.967177838492
"41","Length1_hat",134.396348211925
"42","Length1_hat",169.321128020703
"43","Length1_hat",102.654168794083
"44","Length1_hat",107.639006698011
"45","Length1_hat",90.7956636147382
"46","Length1_hat",102.478994700353
"47","Length1_hat",111.480022273865
"48","Length1_hat",111.966995141708
"49","Length1_hat",111.412112207226
"50","Length1_hat",123.213137133365
"51","Length1_hat",111.886584305408
"52","Length1_hat",111.207961354626
"53","Length1_hat",111.564323762028
"54","Length1_hat",123.428163445039
"55","Length1_hat",117.92931060009
"56","Length1_hat",99.7528028297879
"57","Length1_hat",111.344132080005
"58","Length1_hat",107.639006698011
"59","Length1_hat",103.801592106053
"60","Length1_hat",107.495187117165
"61","Length1_hat",107.619117342251
"62","Length1_hat",87.85479448856
"63","Length1_hat",111.003178002788
"64","Length1_hat",103.573862374866
"65","Length1_hat",117.92931060009
"66","Length1_hat",114.723276571868
"67","Length1_hat",123.912150359503
"68","Length1_hat",131.892532999772
"69","Length1_hat",126.803910889264
"70","Length1_hat",147.76349149536
"71","Length1_hat",150.767574132986
"72","Length1_hat",131.939335865556
"73","Length1_hat",103.49779578312
"74","Length1_hat",133.700163107833
"75","Length1_hat",114.658712464006
"76","Length1_hat",115.522411715144
"77","Length1_hat",121.087159687781
"78","Length1_hat",86.1245427631872
"79","Length1_hat",107.115679801224
"80","Length1_hat",87.85479448856
"81","Length1_hat",107.031548163679
"82","Length1_hat",126.871146287873
"83","Length1_hat",115.522411715144
"84","Length1_hat",111.207961354626
"85","Length1_hat",115.444727767838
"86","Length1_hat",102.478994700353
"87","Length1_hat",75.9075268814348
"88","Length1_hat",111.32197896995
"89","Length1_hat",124.022148605948
"90","Length1_hat",114.658712464006
"91","Length1_hat",99.6727941765972
"92","Length1_hat",117.92931060009
"93","Length1_hat",106.863091260401
"94","Length1_hat",111.241073427203
"95","Length1_hat",102.566615322552
"96","Length1_hat",107.567133981947
"97","Length1_hat",92.7045561254584
"98","Length1_hat",119.256880553093
"99","Length1_hat",123.14135172258
"100","Length1_hat",82.9182047076272
"101","Length1_hat",123.967177838492
"102","Length1_hat",92.8947063413107
"103","Length1_hat",122.997615687549
"104","Length1_hat",114.658712464006
"105","Length1_hat",126.803910889264
"106","Length1_hat",129.391065135106
"107","Length1_hat",121.0291609888
"108","Length1_hat",148.772265956954
"109","Length1_hat",99.5125291581726
"110","Length1_hat",119.256880553093
"111","Length1_hat",87.9536228012404
"112","Length1_hat",106.863091260401
"113","Length1_hat",106.947351999901
"114","Length1_hat",117.868054052077
"115","Length1_hat",99.6727941765972
"116","Length1_hat",119.33164294381
"117","Length1_hat",97.8288986718889
"118","Length1_hat",102.303551797901
"119","Length1_hat",98.3749576836933
"120","Length1_hat",97.5549257601478
"121","Length1_hat",102.391306875983
"122","Length1_hat",107.115679801224
"123","Length1_hat",107.495187117165
"124","Length1_hat",123.284867529267
"125","Length1_hat",114.658712464006
"126","Length1_hat",121.087159687781
"127","Length1_hat",151.481457561588
"128","Length1_hat",123.967177838492
"129","Length1_hat",123.967177838492
"130","Length1_hat",144.453241654898
"131","Length1_hat",131.892532999772
"132","Length1_hat",123.967177838492
"133","Length1_hat",115.522411715144
"134","Length1_hat",93.1793855367562
"135","Length1_hat",92.7996676791676
"136","Length1_hat",82.7127453179819
"137","Length1_hat",95.4809958069143
"138","Length1_hat",111.32197896995
"139","Length1_hat",102.478994700353
"140","Length1_hat",107.702798678693
"141","Length1_hat",88.6433035170327
"142","Length1_hat",98.1022421643995
"143","Length1_hat",119.182060822051
"144","Length1_hat",102.654168794083
"145","Length1_hat",102.829074490954
"146","Length1_hat",130.386190236924
"147","Length1_hat",111.402822508331
"148","Length1_hat",97.9200830333859
"149","Length1_hat",111.402822508331
"150","Length1_hat",119.406348038147
"151","Length1_hat",103.49779578312
"152","Length1_hat",119.107183706707
"153","Length1_hat",123.691472157168
"154","Length1_hat",131.704838188467
"155","Length1_hat",92.7996676791676
"156","Length1_hat",92.7045561254584
"157","Length1_hat",102.03988252537
"158","Length1_hat",119.182060822051
"159","Length1_hat",118.173706130084
"160","Length1_hat",121.145098613078
"161","Length1_hat",123.636160241697
"162","Length1_hat",129.391065135106
"163","Length1_hat",90.0790846557535
"164","Length1_hat",136.703024096166
"165","Length1_hat",107.199746961988
"166","Length1_hat",124.022148605948
"167","Length1_hat",120.971102454469
"168","Length1_hat",80.50501795749
"169","Length1_hat",107.278900865157
"170","Length1_hat",123.691472157168
"171","Length1_hat",114.916569929572
"172","Length1_hat",119.107183706707
"173","Length1_hat",110.797760192105
"174","Length1_hat",107.710805341776
"175","Length1_hat",121.145098613078
"176","Length1_hat",134.396348211925
"177","Length1_hat",129.539055175864
"178","Length1_hat",95.312077246013
"179","Length1_hat",99.9923343858311
"180","Length1_hat",97.4634613348863
"181","Length1_hat",129.24261659228
"182","Length1_hat",100.072013719647
"183","Length1_hat",106.863091260401
"184","Length1_hat",103.72576045558
"185","Length1_hat",115.366984239469
"186","Length1_hat",102.391306875983
"187","Length1_hat",111.003178002788
"188","Length1_hat",99.6727941765972
"189","Length1_hat",90.5276389753526
"190","Length1_hat",119.33164294381
"191","Length1_hat",87.5578545293066
"192","Length1_hat",80.7044412162637
"193","Length1_hat",106.947351999901
"194","Length1_hat",115.366984239469
"195","Length1_hat",97.8288986718889
"196","Length1_hat",110.797760192105
"197","Length1_hat",102.215729414526
"198","Length1_hat",130.120749406847
"199","Length1_hat",102.478994700353
"200","Length1_hat",92.3233798762091
"201","Length1_hat",82.4039649282056
"202","Length1_hat",97.3719267593823
"203","Length1_hat",87.6569104107501
"204","Length1_hat",102.127839674235
"205","Length1_hat",118.957257147028
"206","Length1_hat",90.3484947117901
"207","Length1_hat",97.3719267593823
"208","Length1_hat",71.3599900126819
"209","Length1_hat",110.835613982243
"210","Length1_hat",102.03988252537
"211","Length1_hat",107.134337882352
"212","Length1_hat",115.055413400894
"213","Length1_hat",118.807100521557
"214","Length1_hat",107.199746961988
"215","Length1_hat",103.573862374866
"216","Length1_hat",91.0628604261841
"217","Length1_hat",93.8410961952212
"218","Length1_hat",88.052375373906
"219","Length1_hat",107.710805341776
"220","Length1_hat",99.6727941765972
"221","Length1_hat",119.406348038147
"222","Length1_hat",97.8288986718889
"223","Length1_hat",87.7558903777748
"224","Length1_hat",111.402822508331
"225","Length1_hat",119.256880553093
"226","Length1_hat",97.5549257601478
"227","Length1_hat",103.573862374866
"228","Length1_hat",90.7064141756508
"229","Length1_hat",98.3749576836933
"230","Length1_hat",88.052375373906
"231","Length1_hat",123.213137133365
"232","Length1_hat",119.480995880014
"233","Length1_hat",123.213137133365
"234","Length1_hat",118.234647671883
"235","Length1_hat",107.619117342251
"236","Length1_hat",115.211318256717
"237","Length1_hat",97.5549257601478
"238","Length1_hat",95.7337213783101
"239","Length1_hat",119.406348038147
"240","Length1_hat",97.5549257601478
"241","Length1_hat",99.8327290257511
"242","Length1_hat",107.567133981947
"243","Length1_hat",99.8327290257511
"244","Length1_hat",107.115679801224
"245","Length1_hat",81.1020560573627
"246","Length1_hat",97.8288986718889
"247","Length1_hat",87.9536228012404
"248","Length1_hat",130.452423350388
"249","Length1_hat",97.4634613348863
"250","Length1_hat",94.9731932586265
"251","Length1_hat",87.4587226752204
"252","Length1_hat",110.934775991599
"253","Length1_hat",87.6569104107501
"254","Length1_hat",102.566615322552
"255","Length1_hat",111.402822508331
"256","Length1_hat",82.4039649282056
"257","Length1_hat",93.2741331908335
"258","Length1_hat",93.1793855367562
"259","Length1_hat",107.451562077543
"260","Length1_hat",86.1245427631872
"261","Length1_hat",92.9896721677504
"262","Length1_hat",111.079076138349
"263","Length1_hat",103.49779578312
"264","Length1_hat",99.9125728494678
"265","Length1_hat",107.199746961988
"266","Length1_hat",99.9923343858311
"267","Length1_hat",107.115679801224
"268","Length1_hat",71.8053560916273
"269","Length1_hat",123.571239806806
"270","Length1_hat",87.85479448856
"271","Length1_hat",103.649850572088
"272","Length1_hat",90.8848210730087
"273","Length1_hat",92.9896721677504
"274","Length1_hat",75.6982008796634
"275","Length1_hat",81.0028060422146
"276","Length1_hat",102.741655166409
"277","Length1_hat",134.352080164959
"278","Length1_hat",95.4809958069143
"279","Length1_hat",99.7528028297879
"280","Length1_hat",99.7528028297879
"281","Length1_hat",64.3128927811034
"282","Length1_hat",90.973886645258
"283","Length1_hat",118.112701716901
"284","Length1_hat",90.8848210730087
"285","Length1_hat",121.260797388972
"286","Length1_hat",99.9125728494678
"287","Length1_hat",117.868054052077
"288","Length1_hat",107.199746961988
"289","Length1_hat",107.710805341776
"290","Length1_hat",75.2782515871437
"291","Length1_hat",94.8882536394592
"292","Length1_hat",99.1910058857003
"293","Length1_hat",92.6093716242778
"294","Length1_hat",88.249653531331
"295","Length1_hat",82.815514392872
"296","Length1_hat",99.6727941765972
"297","Length1_hat",130.584737337073
"298","Length1_hat",81.1020560573627
"299","Length1_hat",107.115679801224
"300","Length1_hat",88.1510522646025
"301","Length1_hat",102.916426819101
"302","Length1_hat",95.8177896551568
"303","Length1_hat",100.469180312593
"304","Length1_hat",86.2185142966678
"305","Length1_hat",111.615632514142
"306","Length1_hat",98.0111975130375
"307","Length1_hat",83.7368990943245
"308","Length1_hat",126.803910889264
"309","Length1_hat",107.567133981947
"310","Length1_hat",106.863091260401
"311","Length1_hat",92.5141141196773
"312","Length1_hat",86.3123889827227
"313","Length1_hat",83.0208163226075
"314","Length1_hat",87.9536228012404
"315","Length1_hat",87.85479448856
"316","Length1_hat",106.947351999901
"317","Length1_hat",64.4293434853888
"318","Length1_hat",86.2185142966678
"319","Length1_hat",71.6941425830452
"320","Length1_hat",75.3834013502468
"321","Length1_hat",85.7476861551743
"322","Length1_hat",82.4039649282056
"323","Length1_hat",102.391306875983
"324","Length1_hat",80.803998727355
"325","Length1_hat",102.566615322552
"326","Length1_hat",87.7558903777748
"327","Length1_hat",106.863091260401
"328","Length1_hat",76.9373696475224
"329","Length1_hat",76.9373696475224
"330","Length1_hat",90.5276389753526
"331","Length1_hat",82.7127453179819
"332","Length1_hat",65.9076901581056
"333","Length2_hat",123.811622507203
"334","Length2_hat",117.787061512034
"335","Length2_hat",131.877009403007
"336","Length2_hat",115.32735150315
"337","Length2_hat",126.760748604373
"338","Length2_hat",111.0109594047
"339","Length2_hat",117.813959238747
"340","Length2_hat",136.9670244964
"341","Length2_hat",111.084244906966
"342","Length2_hat",106.786705196279
"343","Length2_hat",142.586912014459
"344","Length2_hat",126.846795396734
"345","Length2_hat",119.283016743451
"346","Length2_hat",140.560129082867
"347","Length2_hat",134.184427246058
"348","Length2_hat",117.819220659069
"349","Length2_hat",140.540376329547
"350","Length2_hat",131.856151043596
"351","Length2_hat",131.818902668499
"352","Length2_hat",143.07821926171
"353","Length2_hat",131.710365569824
"354","Length2_hat",129.246405001026
"355","Length2_hat",126.717199790874
"356","Length2_hat",136.533747585237
"357","Length2_hat",169.209895405468
"358","Length2_hat",106.808962886779
"359","Length2_hat",110.981102189573
"360","Length2_hat",103.615696014275
"361","Length2_hat",102.467771324459
"362","Length2_hat",114.547158010554
"363","Length2_hat",123.202190003091
"364","Length2_hat",114.578463839778
"365","Length2_hat",126.711359320514
"366","Length2_hat",123.11947438379
"367","Length2_hat",114.531930920626
"368","Length2_hat",119.297696719927
"369","Length2_hat",133.61597552621
"370","Length2_hat",120.905195265139
"371","Length2_hat",107.44229420199
"372","Length2_hat",114.53172635767
"373","Length2_hat",114.429423030616
"374","Length2_hat",111.112246685492
"375","Length2_hat",114.551417996945
"376","Length2_hat",119.310600028746
"377","Length2_hat",87.806696269402
"378","Length2_hat",111.074519269931
"379","Length2_hat",107.336441751742
"380","Length2_hat",120.872256230307
"381","Length2_hat",117.771795863835
"382","Length2_hat",126.63047585822
"383","Length2_hat",134.244994233258
"384","Length2_hat",129.3733444853
"385","Length2_hat",149.202680367819
"386","Length2_hat",152.005771354693
"387","Length2_hat",134.226533095149
"388","Length2_hat",111.071459671733
"389","Length2_hat",136.967339818756
"390","Length2_hat",117.787960764261
"391","Length2_hat",119.258606580947
"392","Length2_hat",123.827479304788
"393","Length2_hat",90.6341516610387
"394","Length2_hat",111.081041263027
"395","Length2_hat",102.453405732896
"396","Length2_hat",111.081163908432
"397","Length2_hat",130.266467229772
"398","Length2_hat",119.246438519376
"399","Length2_hat",114.531930920626
"400","Length2_hat",119.270863521606
"401","Length2_hat",106.809138046544
"402","Length2_hat",99.4867992078161
"403","Length2_hat",115.308375364978
"404","Length2_hat",126.612931942323
"405","Length2_hat",117.771949184368
"406","Length2_hat",103.621994387087
"407","Length2_hat",120.905195265139
"408","Length2_hat",106.792889382751
"409","Length2_hat",111.192349479464
"410","Length2_hat",106.904150158784
"411","Length2_hat",111.064631049794
"412","Length2_hat",106.938364295942
"413","Length2_hat",123.103733454494
"414","Length2_hat",126.750338124795
"415","Length2_hat",97.6811310713544
"416","Length2_hat",126.578439337252
"417","Length2_hat",102.344347054344
"418","Length2_hat",126.737559347952
"419","Length2_hat",117.755939962888
"420","Length2_hat",129.337911015752
"421","Length2_hat",131.71916236257
"422","Length2_hat",123.827607081309
"423","Length2_hat",151.450170134349
"424","Length2_hat",103.518305094346
"425","Length2_hat",123.053594987141
"426","Length2_hat",97.8200043195861
"427","Length2_hat",111.081408917336
"428","Length2_hat",123.081450606149
"429","Length2_hat",123.803027690867
"430","Length2_hat",111.127257920526
"431","Length2_hat",119.24018959256
"432","Length2_hat",115.22520936595
"433","Length2_hat",106.936602223984
"434","Length2_hat",119.305043379028
"435","Length2_hat",111.203247853083
"436","Length2_hat",111.230726992551
"437","Length2_hat",119.279530622796
"438","Length2_hat",114.551417996945
"439","Length2_hat",126.858162023232
"440","Length2_hat",117.755939962888
"441","Length2_hat",123.950256095797
"442","Length2_hat",151.431692812595
"443","Length2_hat",126.717199790874
"444","Length2_hat",126.630373734833
"445","Length2_hat",146.015158816835
"446","Length2_hat",134.208176807167
"447","Length2_hat",126.630373734833
"448","Length2_hat",119.307292156466
"449","Length2_hat",106.91108421942
"450","Length2_hat",97.6986163361501
"451","Length2_hat",92.8695967477342
"452","Length2_hat",103.510516960371
"453","Length2_hat",115.308375364978
"454","Length2_hat",111.189268588129
"455","Length2_hat",126.861423088417
"456","Length2_hat",115.320893519616
"457","Length2_hat",111.202860260251
"458","Length2_hat",123.091266658277
"459","Length2_hat",106.914896311212
"460","Length2_hat",115.326899137994
"461","Length2_hat",133.631517293865
"462","Length2_hat",123.202303460366
"463","Length2_hat",106.793692191352
"464","Length2_hat",123.202303460366
"465","Length2_hat",130.27346596349
"466","Length2_hat",117.818958818698
"467","Length2_hat",123.078836098542
"468","Length2_hat",126.613696628854
"469","Length2_hat",134.190179603413
"470","Length2_hat",97.6986163361501
"471","Length2_hat",106.911407089568
"472","Length2_hat",106.809574772717
"473","Length2_hat",119.292549195811
"474","Length2_hat",123.935778329379
"475","Length2_hat",131.759049428052
"476","Length2_hat",126.613823617286
"477","Length2_hat",136.461832106877
"478","Length2_hat",99.465206839749
"479","Length2_hat",140.056681112814
"480","Length2_hat",130.264337722906
"481","Length2_hat",131.830268947842
"482","Length2_hat",123.827734726142
"483","Length2_hat",90.6533884672661
"484","Length2_hat",111.065140840363
"485","Length2_hat",129.243875247776
"486","Length2_hat",131.843260467997
"487","Length2_hat",123.103838240026
"488","Length2_hat",117.766004579633
"489","Length2_hat",111.10960584916
"490","Length2_hat",123.933285723676
"491","Length2_hat",136.533747585237
"492","Length2_hat",134.194649378026
"493","Length2_hat",107.447385977945
"494","Length2_hat",114.582135111968
"495","Length2_hat",111.09398400271
"496","Length2_hat",136.397448793052
"497","Length2_hat",120.917361110246
