                 Estimate   Std. Error
ln_gamma    -1.969278e+00 2.361128e-01
logit_psi   -6.906755e+00 5.913781e+00
ln_L0        3.918832e+00 7.713006e-02
ln_L0        3.963536e+00 6.408852e-02
ln_bmean    -7.202112e+00 2.412021e-01
ln_bmean    -7.155427e+00 2.409107e-01
ln_sd_bdev  -1.380155e+00 1.724632e-01
ln_sd_bdev  -1.483632e+00 1.761459e-01
ln_sd_obs   -2.570622e+00 4.232859e-02
ln_sd_ydev  -9.603676e-01 4.388034e-01
ln_bdev     -2.021204e-01 1.345255e-01
ln_bdev     -6.904193e-02 1.399420e-01
ln_bdev     -3.123151e-02 1.211541e-01
ln_bdev     -2.654640e-02 1.553172e-01
ln_bdev      2.619258e-02 1.392307e-01
ln_bdev     -8.052977e-02 1.597113e-01
ln_bdev      4.735344e-02 1.391780e-01
ln_bdev      3.062616e-01 1.195883e-01
ln_bdev      2.476758e-02 1.507225e-01
ln_bdev      3.925790e-02 1.652627e-01
ln_bdev      9.997659e-02 1.121580e-01
ln_bdev      1.161108e-01 1.372227e-01
ln_bdev      3.388437e-01 1.398974e-01
ln_bdev     -4.119669e-02 1.177843e-01
ln_bdev     -8.968136e-04 1.165667e-01
ln_bdev      8.751279e-02 1.351011e-01
ln_bdev      8.381591e-02 1.110278e-01
ln_bdev      2.086485e-01 1.121809e-01
ln_bdev      3.413391e-01 1.114555e-01
ln_bdev     -1.767376e-01 1.394223e-01
ln_bdev      5.720899e-02 1.159288e-01
ln_bdev     -1.919443e-01 1.296525e-01
ln_bdev     -1.574109e-01 1.344915e-01
ln_bdev     -2.525905e-01 1.334945e-01
ln_bdev     -5.926561e-02 1.216842e-01
ln_bdev      3.703119e-01 1.588896e-01
ln_bdev      4.411398e-01 1.474534e-01
ln_bdev      4.200494e-01 1.739519e-01
ln_bdev      3.222381e-02 1.637708e-01
ln_bdev      2.592900e-01 1.407595e-01
ln_bdev      3.571291e-01 1.422659e-01
ln_bdev      6.579407e-02 1.410573e-01
ln_bdev      2.031559e-01 1.322328e-01
ln_bdev      2.434099e-01 1.424485e-01
ln_bdev     -4.616703e-02 1.440043e-01
