"","Age1","Age2","Liberty"
"155",726.821428571429,782.25,55.4285714285714
"156",620.1,730.1,110
"157",576.514285714286,625.8,49.2857142857143
"158",784.114285714286,834.4,50.2857142857143
"159",1045.00714285714,1095.15,50.1428571428571
"160",941.428571428571,1043,101.571428571429
"161",417.078571428571,573.65,156.571428571429
"162",474.807142857143,677.95,203.142857142857
"163",465.8,625.8,160
"164",935.15,1095.15,160
"165",475.535714285714,782.25,306.714285714286
"166",572.821428571429,782.25,209.428571428571
"167",522.957142857143,730.1,207.142857142857
"168",677.385714285714,730.1,52.7142857142857
"169",520.528571428571,730.1,209.571428571429
"170",623.385714285714,730.1,106.714285714286
"171",470.657142857143,625.8,155.142857142857
"172",362.342857142857,417.2,54.8571428571429
"173",729.114285714286,834.4,105.285714285714
"174",361.357142857143,521.5,160.142857142857
"175",258.921428571429,469.35,210.428571428571
"176",573.114285714286,834.4,261.285714285714
"177",677.242857142857,730.1,52.8571428571429
"178",469.357142857143,521.5,52.1428571428571
"179",620.528571428571,730.1,109.571428571429
"180",518.792857142857,573.65,54.8571428571429
"181",882.135714285714,990.85,108.714285714286
"182",521.685714285714,834.4,312.714285714286
"183",410.785714285714,521.5,110.714285714286
"184",310.05,365.05,55
"185",464.085714285714,625.8,161.714285714286
"186",362.2,417.2,55
"187",517.378571428571,677.95,160.571428571429
"188",724.542857142857,834.4,109.857142857143
"189",360.785714285714,521.5,160.714285714286
"190",464.785714285714,521.5,56.7142857142857
"191",207.342857142857,417.2,209.857142857143
"192",620.95,677.95,57
"193",516.364285714286,573.65,57.2857142857143
"194",568.235714285714,677.95,109.714285714286
"195",673.392857142857,782.25,108.857142857143
"196",722.971428571429,834.4,111.428571428571
"197",576.807142857143,677.95,101.142857142857
"198",520.957142857143,730.1,209.142857142857
"199",368.228571428571,625.8,257.571428571429
"200",426.392857142857,782.25,355.857142857143
"201",366.078571428571,573.65,207.571428571429
"202",576.95,677.95,101
"203",470.092857142857,677.95,207.857142857143
"204",730.257142857143,834.4,104.142857142857
"205",469.935714285714,573.65,103.714285714286
"206",363.507142857143,573.65,210.142857142857
"207",627.414285714286,938.7,311.285714285714
"208",728.835714285714,886.55,157.714285714286
"209",466.942857142857,625.8,158.857142857143
"210",520.228571428571,625.8,105.571428571429
"211",364.064285714286,469.35,105.285714285714
"212",475.385714285714,730.1,254.714285714286
"213",366.635714285714,469.35,102.714285714286
"214",782.128571428571,938.7,156.571428571429
"215",731.264285714286,886.55,155.285714285714
"216",782.985714285714,938.7,155.714285714286
"217",735.292857142857,1095.15,359.857142857143
"218",581.557142857143,938.7,357.142857142857
"219",675.828571428571,834.4,158.571428571429
"220",466.242857142857,730.1,263.857142857143
"221",422.378571428571,677.95,255.571428571429
"222",730.407142857143,886.55,156.142857142857
"223",466.942857142857,625.8,158.857142857143
"224",472.242857142857,730.1,257.857142857143
"225",574.821428571429,782.25,207.428571428571
"226",472.957142857143,730.1,257.142857142857
"227",575.392857142857,782.25,206.857142857143
"228",262.071428571429,521.5,259.428571428571
"229",469.664285714286,677.95,208.285714285714
"230",365.942857142857,625.8,259.857142857143
"231",887.585714285714,1147.3,259.714285714286
"232",465.1,730.1,265
"233",413.935714285714,573.65,159.714285714286
"234",360.078571428571,573.65,213.571428571429
"235",622.264285714286,886.55,264.285714285714
"236",362.085714285714,625.8,263.714285714286
"237",522.671428571429,730.1,207.428571428571
"238",627.692857142857,886.55,258.857142857143
"239",310.364285714286,573.65,263.285714285714
"240",420.528571428571,730.1,309.571428571429
"241",419.235714285714,677.95,258.714285714286
"242",579.264285714286,886.55,307.285714285714
"243",314.085714285714,625.8,311.714285714286
"244",417.235714285714,677.95,260.714285714286
"245",623.964285714286,782.25,158.285714285714
"246",519.378571428571,677.95,158.571428571429
"247",473.535714285714,782.25,308.714285714286
"248",576.671428571429,730.1,153.428571428571
"249",474.542857142857,834.4,359.857142857143
"250",575.1,730.1,155
"251",211.764285714286,365.05,153.285714285714
"252",787.7,938.7,151
"253",364.792857142857,573.65,208.857142857143
"254",521.107142857143,782.25,261.142857142857
"255",366.928571428571,521.5,154.571428571429
"256",417.221428571429,573.65,156.428571428571
"257",209.485714285714,417.2,207.714285714286
"258",261.071428571429,521.5,260.428571428571
"259",524.378571428571,677.95,153.571428571429
"260",1044.88571428571,1251.6,206.714285714286
"261",419.364285714286,573.65,154.285714285714
"262",471.385714285714,730.1,258.714285714286
"263",471.8,625.8,154
"264",106.628571428571,417.2,310.571428571429
"265",367.085714285714,625.8,258.714285714286
"266",733.407142857143,886.55,153.142857142857
"267",366.642857142857,521.5,154.857142857143
"268",786.557142857143,938.7,152.142857142857
"269",473.942857142857,625.8,151.857142857143
"270",729.842857142857,938.7,208.857142857143
"271",576.828571428571,834.4,257.571428571429
"272",576.828571428571,834.4,257.571428571429
"273",205.05,365.05,160
"274",412.807142857143,677.95,265.142857142857
"275",464.528571428571,730.1,265.571428571429
"276",413.664285714286,677.95,264.285714285714
"277",368.078571428571,573.65,205.571428571429
"278",314.642857142857,521.5,206.857142857143
"279",470.378571428571,677.95,207.571428571429
"280",889.014285714286,1147.3,258.285714285714
"281",262.635714285714,469.35,206.714285714286
"282",575.107142857143,782.25,207.142857142857
"283",367.378571428571,677.95,310.571428571429
"284",526.407142857143,886.55,360.142857142857
"285",423.25,782.25,359
"286",480.985714285714,938.7,457.714285714286
"287",315.664285714286,677.95,362.285714285714
"288",632.992857142857,990.85,357.857142857143
"289",471.385714285714,730.1,258.714285714286
"290",323.535714285714,782.25,458.714285714286
"291",887.442857142857,1147.3,259.857142857143
"292",574.4,834.4,260
"293",572.821428571429,782.25,209.428571428571
"294",412.485714285714,417.2,4.71428571428571
"295",316.371428571429,625.8,309.428571428571
"296",316.514285714286,625.8,309.285714285714
"297",365.242857142857,730.1,364.857142857143
"298",364.664285714286,677.95,313.285714285714
"299",573.4,834.4,261
"300",107.642857142857,521.5,413.857142857143
"301",315.821428571429,782.25,466.428571428571
"302",210.492857142857,469.35,258.857142857143
"303",206.492857142857,469.35,262.857142857143
"304",310.092857142857,677.95,367.857142857143
"305",310.235714285714,677.95,367.714285714286
"306",520.964285714286,782.25,261.285714285714
"307",259.664285714286,677.95,418.285714285714
"308",522.7,938.7,416
"309",363.528571428571,730.1,366.571428571429
"310",572.135714285714,990.85,418.714285714286
"311",258.214285714286,521.5,263.285714285714
"312",258.378571428571,677.95,419.571428571429
"313",362.528571428571,730.1,367.571428571429
"314",313.814285714286,730.1,416.285714285714
"315",159.221428571429,573.65,414.428571428571
