                 Estimate   Std. Error
z2           1.122059e+01 4.604775e+00
z2           2.618352e+01 5.842893e+00
z2           1.695917e+00 5.384974e+00
z2           2.024636e+00 5.026621e+00
z2          -4.832542e+00 4.844394e+00
z2           1.600537e+00 3.684403e+00
z2          -8.041670e-01 5.000537e+00
z2           2.140025e+00 4.853421e+00
z2           3.939922e+00 4.916030e+00
z2          -1.532483e+00 3.757114e+00
z2          -1.045981e+00 4.725945e+00
z2           1.562313e+00 4.578575e+00
z2           5.667635e+00 4.814490e+00
z2          -3.223823e+00 5.204608e+00
z2           5.492074e-01 3.652118e+00
z2           4.739472e-01 3.365244e+00
z2          -6.290375e+00 4.611029e+00
z2           8.027517e-01 3.535762e+00
z2          -1.885144e+00 4.621824e+00
z2           3.113584e+00 5.333886e+00
z2           2.750899e-02 4.037679e+00
z2          -1.908882e+00 3.294157e+00
z2           4.785743e+00 4.644838e+00
z2          -3.470680e-01 3.395395e+00
z2          -2.456212e-01 4.905487e+00
z2          -1.105940e+00 4.635664e+00
z2           7.730577e-01 4.772077e+00
z2          -7.173659e-01 3.594045e+00
z2           4.505387e+00 4.032457e+00
z2          -7.552298e-02 3.648777e+00
z2          -5.826166e-01 3.614669e+00
z2           2.492833e+00 4.997850e+00
z2           1.579457e+00 4.697248e+00
z2          -6.995898e-06 4.724000e+00
z2          -8.829283e-01 4.379381e+00
z2           5.658186e-01 5.256878e+00
z2           5.774109e+00 5.202336e+00
z2           8.141832e+00 5.563533e+00
z2           1.526651e+00 4.674611e+00
z2          -1.877956e+00 4.509762e+00
z2           1.254704e+00 5.107443e+00
z2           8.862311e-01 4.598264e+00
z2          -2.878768e+00 3.922608e+00
z2          -1.632884e+01 4.662310e+00
z2           6.833924e-02 5.452883e+00
z2           7.121110e+00 5.220554e+00
z2           2.052008e+00 4.890923e+00
z2          -1.190190e+00 4.554679e+00
z2           1.047322e+00 4.436947e+00
z2           1.604583e-01 4.867456e+00
z2          -1.745354e+00 4.152348e+00
z2           1.081634e+00 5.185869e+00
z2           3.169234e+00 5.078004e+00
z2           1.936673e+00 5.184638e+00
z2           2.929077e+01 5.639308e+00
z2           3.017072e+00 5.566663e+00
z2           2.821388e+00 5.182269e+00
z2           4.420196e+00 5.239850e+00
z2           2.700315e+00 5.157948e+00
z2          -4.322300e-01 5.291154e+00
z2          -1.437071e+00 4.729790e+00
z2           6.389206e+00 5.228445e+00
z2           7.496852e+00 5.888172e+00
z2           3.923627e+00 5.202341e+00
z2           4.270677e+00 5.149646e+00
z2          -1.348971e+01 4.470124e+00
z2           8.295339e-01 5.409336e+00
z2           2.793200e+01 4.833074e+00
z2           3.446128e+00 5.829733e+00
z2          -3.848147e+00 5.476012e+00
z2           3.072963e+00 4.779687e+00
